,EventName,RoundNumber,eventYear,Team,Compound,Driver,Stint,bestPreRaceTime,bestLapTimeIsFrom,meanAirTemp,meanTrackTemp,meanHumid,Rainfall,GridPosition,Position,raceStintsNums,TyreAge,lapNumberAtBeginingOfStint,StintLen,CircuitLength,designedLaps,fuel_slope,fuel_bias,deg_slope,deg_bias,lag_slope_mean,lag_bias_mean
4099,Spanish Grand Prix,6,2022,Red Bull Racing,MEDIUM,PER,3.0,79.42,Qualifying,36.71875,48.95625,7.5,0.0,5.0,2.0,3.0,1.0,38.0,16.0,4.655,66,-0.04334948330477263,88.35423046165027,0.09197575757575498,82.98190303030322,0.03077960811118611,83.28375226703128
4100,Spanish Grand Prix,6,2022,Red Bull Racing,MEDIUM,VER,2.0,79.073,Qualifying,36.95333333333334,49.49333333333333,6.0,0.0,2.0,1.0,2.0,1.0,14.0,15.0,4.655,66,-0.048490802739936174,88.27065196644347,0.1343666666666659,85.6250777777778,0.08988772893772828,86.24813229548229
4101,Spanish Grand Prix,6,2022,Red Bull Racing,MEDIUM,VER,3.0,79.073,Qualifying,36.7,49.1,7.0,0.0,2.0,1.0,3.0,13.0,35.0,1.0,4.655,66,-0.048490802739936174,88.27065196644347,0.08463030303030308,83.71259393939394,0.08830303030302902,83.34724848484858
4102,Spanish Grand Prix,6,2022,Red Bull Racing,MEDIUM,VER,4.0,79.073,Qualifying,36.57272727272727,48.51818181818181,7.909090909090909,0.0,2.0,1.0,4.0,1.0,45.0,22.0,4.655,66,-0.048490802739936174,88.27065196644347,0.05311274509803888,83.76462745098038,,
4103,Spanish Grand Prix,6,2022,Red Bull Racing,SOFT,PER,1.0,79.42,Qualifying,36.86470588235294,49.5529411764706,6.0588235294117645,0.0,5.0,2.0,1.0,4.0,1.0,17.0,4.655,66,-0.04334948330477263,88.35423046165027,0.15104545454545182,87.76904545454548,0.04283165584415389,86.22029117965371
4104,Spanish Grand Prix,6,2022,Red Bull Racing,SOFT,PER,4.0,79.42,Qualifying,36.43076923076922,48.17692307692308,8.461538461538462,0.0,5.0,2.0,4.0,4.0,54.0,13.0,4.655,66,-0.04334948330477263,88.35423046165027,0.04690476190476301,83.13576190476184,,
4105,Spanish Grand Prix,6,2022,Red Bull Racing,SOFT,VER,1.0,79.073,Qualifying,36.89999999999999,49.50000000000001,6.076923076923077,0.0,2.0,1.0,1.0,4.0,1.0,13.0,4.655,66,-0.048490802739936174,88.27065196644347,0.116099999999995,87.20020000000004,0.1335727272727234,87.48462272727275
4106,Spanish Grand Prix,6,2022,Red Bull Racing,SOFT,VER,3.0,79.073,Qualifying,36.82000000000001,49.14666666666667,7.0,0.0,2.0,1.0,3.0,4.0,29.0,15.0,4.655,66,-0.048490802739936174,88.27065196644347,0.08463030303030308,83.71259393939394,-1.1038375695732858,151.68332520098954
4107,Spanish Grand Prix,6,2022,Williams,MEDIUM,ALB,2.0,81.645,Qualifying,36.96428571428572,49.521428571428565,5.928571428571429,0.0,18.0,18.0,2.0,1.0,12.0,14.0,4.655,66,-0.0357037218413319,90.86831165523999,0.2357500000000046,87.06624999999987,0.12884166666666794,85.73899166666662
4108,Spanish Grand Prix,6,2022,Williams,MEDIUM,ALB,4.0,81.645,Qualifying,36.71111111111111,48.73333333333333,7.666666666666667,0.0,18.0,18.0,4.0,1.0,46.0,9.0,4.655,66,-0.0357037218413319,90.86831165523999,-0.02299999999999767,90.53799999999988,,
4109,Spanish Grand Prix,6,2022,Williams,MEDIUM,LAT,2.0,81.915,Qualifying,36.96428571428572,49.5,5.928571428571429,0.0,19.0,16.0,2.0,1.0,13.0,14.0,4.655,66,-0.06182803468208059,90.99145086705201,0.11654761904761995,88.47382142857138,0.1761488095238123,87.77003571428563
4110,Spanish Grand Prix,6,2022,Williams,SOFT,ALB,1.0,81.645,Qualifying,36.92727272727273,49.5,6.181818181818182,0.0,18.0,18.0,1.0,1.0,1.0,11.0,4.655,66,-0.0357037218413319,90.86831165523999,0.2933999999999946,89.16000000000005,0.14079615384615307,87.65223076923077
4111,Spanish Grand Prix,6,2022,Williams,SOFT,ALB,3.0,81.645,Qualifying,36.835,49.15500000000001,7.05,0.0,18.0,18.0,3.0,1.0,26.0,20.0,4.655,66,-0.0357037218413319,90.86831165523999,0.07056916996047397,88.04851877470352,-0.01379041501976526,88.16531216512968
4112,Spanish Grand Prix,6,2022,Williams,SOFT,ALB,5.0,81.645,Qualifying,36.39999999999999,48.10000000000001,8.2,0.0,18.0,18.0,5.0,4.0,55.0,10.0,4.655,66,-0.0357037218413319,90.86831165523999,0.3928999999999956,65.88280000000024,,
4113,Spanish Grand Prix,6,2022,Williams,SOFT,LAT,1.0,81.915,Qualifying,36.93333333333334,49.51666666666667,6.166666666666667,0.0,19.0,16.0,1.0,1.0,1.0,12.0,4.655,66,-0.06182803468208059,90.99145086705201,0.22788571428571472,89.68907619047619,0.2606428571428547,89.42453809523812
4114,Spanish Grand Prix,6,2022,Williams,SOFT,LAT,3.0,81.915,Qualifying,36.80416666666667,49.09583333333334,7.125,0.0,19.0,16.0,3.0,1.0,27.0,24.0,4.655,66,-0.06182803468208059,90.99145086705201,0.04359649122807142,88.27847953216366,0.05708283059427269,88.16349915343359
4115,Spanish Grand Prix,6,2022,Williams,SOFT,LAT,4.0,81.915,Qualifying,36.46428571428571,48.26428571428572,8.214285714285714,0.0,19.0,16.0,4.0,4.0,51.0,14.0,4.655,66,-0.06182803468208059,90.99145086705201,0.2978928571428608,71.87510714285693,0.14342976190476592,77.92990912698389
